ID_BANDA;BANDA;TITULO;ANIO;ESTILO;FUENTE;DISCO;URL;FLAGS;MATCH
11;AM Redención;Francisco Bruna. (Redención por Sevilla);2026;AM;deezer;El camino a la Coronación;https://www.deezer.com/track/4099035561;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Guarda Jesús a Tus Hijos;2024;AM;deezer;Al Señor de la Redención;https://www.deezer.com/track/2705327952;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.857
11;AM Redención;Hernando Colón 1. (Mi Redención a Tus Dolores);2026;AM;deezer;El camino a la Coronación;https://www.deezer.com/track/4099035611;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.754
11;AM Redención;Hernando Colón 2. (Alma de Dios);2026;AM;deezer;El camino a la Coronación;https://www.deezer.com/track/4099035621;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Hernando Colón 3. (Redención);2026;AM;deezer;El camino a la Coronación;https://www.deezer.com/track/4099035631;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Hernando Colón con Alemanes. (Danos la Redención);2026;AM;deezer;El camino a la Coronación;https://www.deezer.com/track/4099035641;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Jueves Santo 2022: Cuesta del Bacalao - Monte-Sión;2022;AM;deezer;Jueves Santo 2022: Cuesta del Bacalao - Monte-Sión;https://www.deezer.com/track/1839994647;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;La Borriquita en la Hermandad de la Sangre;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891732;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;¡Llega la Redención!;2013;AM;deezer;"Agrupación Musical ""Nuestro Padre Jesús de la Redención"" de Sevilla (30 aniversario nueva edición)";https://www.deezer.com/track/3226590371;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.778
11;AM Redención;Los Duros Antiguos;2026;AM;deezer;Los Duros Antiguos (feat. Coro de Julio Pardo);https://www.deezer.com/track/3787490412;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Madre (Corneta, trompeta y piano);2025;AM;deezer;Madre (Corneta, trompeta y piano);https://www.deezer.com/track/3443803341;sin_autor_detectado,posible_popurri,banda_estreno_sin_verificar;
11;AM Redención;Nuestro Padre Jesús Cautivo y Rescatado por Santa Ana y Barrero;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891772;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.765
11;AM Redención;Plaza de San Francisco. (A ti, Sevilla de mis amores) [Bendita Tú eres y María Santísima del Rocío];2026;AM;deezer;El camino a la Coronación;https://www.deezer.com/track/4099035581;sin_autor_detectado,posible_popurri,banda_estreno_sin_verificar;
11;AM Redención;Plaza del Salvador. (Blanca Paloma y La Salve Rociera);2026;AM;deezer;El camino a la Coronación;https://www.deezer.com/track/4099035521;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Plaza del Salvador con Álvarez Quintero. (Seres de luz);2026;AM;deezer;El camino a la Coronación;https://www.deezer.com/track/4099035531;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Salida del Santísimo Cristo de los Afligidos;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891812;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.857
11;AM Redención;Salida del Señor de la Redención;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891692;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.857
11;AM Redención;Salida del Señor de la Sagrada Oración;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891702;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Salve;1994;AM;deezer;Divino Redentor;https://www.deezer.com/track/1102075912;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.769
11;AM Redención;Señor de la Esperanza en el Parque Federico García Lorca;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891792;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Señor de la Esperanza en las Salesianas de Nervión;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891712;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Señor de la Esperanza por Antonio de Nebrija;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891762;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Señor de la Oración en la Alameda;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891752;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Señor de la Oración por la Avenida de la Constitución;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891822;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Señor de la Redención en la Candelaria;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891802;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Señor de la Salud y Remedios en Calle Enamorados;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891722;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Señor de la Salud y Remedios por Calle Mesones;2024;AM;deezer;Lo mejor de nuestra Semana Santa 2023;https://www.deezer.com/track/2657891782;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;Siempre bajo la luz de Tu mirada, Padre;2024;AM;deezer;Siempre bajo la luz de Tu mirada, Padre;https://www.deezer.com/track/3122313151;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.774
11;AM Redención;Siente Redención;2023;AM;deezer;Siente Redención;https://www.deezer.com/track/2285071407;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.765
11;AM Redención;Tributo a Paquito. (Espíritu Santo) [Bajo la Luz de Tu Mirada] [Solo de trompeta de Lloran los Clarines y Rocío del Cielo];2026;AM;deezer;El camino a la Coronación;https://www.deezer.com/track/4099035591;sin_autor_detectado,banda_estreno_sin_verificar;
11;AM Redención;UN DÍA EN EL FALLA con La Redención;2023;AM;deezer;UN DÍA EN EL FALLA con La Redención;https://www.deezer.com/track/2595842462;sin_autor_detectado,banda_estreno_sin_verificar;
33;AM San Juan;Ahí Vienen Mis Niños;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127752;sin_autor_detectado,banda_estreno_sin_verificar;
33;AM San Juan;Amor de Mis Remedios;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127802;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.78
33;AM San Juan;Cerca de ti Señor;1995;AM;apple;Al Pie De La Cruz;https://music.apple.com/es/album/cerca-de-ti-se%C3%B1or/1802603077?i=1802603081&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.786
33;AM San Juan;Con Aires de San Juan;2023;AM;deezer;Evangelium;https://www.deezer.com/track/2275407437;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.791
33;AM San Juan;De Sangre Costalera;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127772;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.765
33;AM San Juan;Discípulos de Tu Amor;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127892;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.818
33;AM San Juan;El Cristo;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127862;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.8
33;AM San Juan;El Legado de Dios;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127782;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.857
33;AM San Juan;El Sirviente de la Gloria;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127792;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.773
33;AM San Juan;La Resurrección de Cristo;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127842;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.851
33;AM San Juan;Madre de las Almas;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127822;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.865
33;AM San Juan;Madre Eterna;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127872;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.8
33;AM San Juan;Mémora;2025;AM;deezer;Mémora (En vivo);https://www.deezer.com/track/3413983491;sin_autor_detectado,banda_estreno_sin_verificar;
33;AM San Juan;Mi Último Adios;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127832;sin_autor_detectado,banda_estreno_sin_verificar;
33;AM San Juan;Sobre Tu Altar de Plata;2018;AM;deezer;40 Años Latiendo;https://www.deezer.com/track/1436127882;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;25 de Diciembre;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/25-de-diciembre/1607529764?i=1607529773&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Atardece tras de Ti;2004;AM;apple;Y de Huelva al cielo;https://music.apple.com/es/album/atardece-tras-de-ti/1683942762?i=1683942765&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Ay, Chiquirritín;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/ay-chiquirrit%C3%ADn/1607529764?i=1607529780&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Campana sobre Campana;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/campana-sobre-campana/1607529764?i=1607529778&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Campanitas del Lugar;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/campanitas-del-lugar/1607529764?i=1607529776&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Carita Divina;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/carita-divina/1607529764?i=1607529769&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.75
200;AM Santa Cruz;Cerca de ti, Señor;2006;AM;apple;V Aniversario;https://music.apple.com/es/album/cerca-de-ti-se%C3%B1or/1653670601?i=1653670792&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.786
200;AM Santa Cruz;De Jazmines y Azahar;2023;AM;apple;De Jazmines y Azahar - En directo - Single;https://music.apple.com/es/album/de-jazmines-y-azahar-en-directo/1668344923?i=1668344924&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;En el Cielo se arriendan Balcones;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/en-el-cielo-se-arriendan-balcones/1607529764?i=1607529772&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Está Nevando;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/est%C3%A1-nevando/1607529764?i=1607529771&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Esta Noche nace el Niño;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/esta-noche-nace-el-ni%C3%B1o/1607529764?i=1607529774&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Gatatumba;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/gatatumba/1607529764?i=1607529781&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Gozos de la Inmaculada;2006;AM;apple;V Aniversario;https://music.apple.com/es/album/gozos-de-la-inmaculada/1653670601?i=1653670794&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Himno Cofrade;2004;AM;apple;Y de Huelva al cielo;https://music.apple.com/es/album/himno-cofrade/1683942762?i=1683943105&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.75
200;AM Santa Cruz;La luna brilla en tu mirada;2004;AM;apple;Y de Huelva al cielo;https://music.apple.com/es/album/la-luna-brilla-en-tu-mirada/1683942762?i=1683943104&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;La Marimorena;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/la-marimorena/1607529764?i=1607529779&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;La Redención;2006;AM;apple;V Aniversario;https://music.apple.com/es/album/la-redenci%C3%B3n/1653670601?i=1653670789&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.857
200;AM Santa Cruz;La Virgen y San José;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/la-virgen-y-san-jos%C3%A9/1607529764?i=1607529777&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Los Peces en el Río;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/los-peces-en-el-r%C3%ADo/1607529764?i=1607529770&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Navidad Navidad;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/navidad-navidad/1607529764?i=1607529765&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
200;AM Santa Cruz;Sueña Santa Cruz;2023;AM;apple;Sueña Santa Cruz - En directo - Single;https://music.apple.com/es/album/sue%C3%B1a-santa-cruz-en-directo/1668356956?i=1668356957&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.828
200;AM Santa Cruz;Y Pilatos te condena;2004;AM;apple;Y de Huelva al cielo;https://music.apple.com/es/album/y-pilatos-te-condena/1683942762?i=1683943103&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.78
200;AM Santa Cruz;Ya vienen los Reyes Magos;2017;AM;apple;Navidades con Santa Cruz;https://music.apple.com/es/album/ya-vienen-los-reyes-magos/1607529764?i=1607529775&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
22;AM Santa María Magdalena;Campanilleros;2024;AM;deezer;Salud De San Bernardo;https://www.deezer.com/track/3145814311;sin_autor_detectado,banda_estreno_sin_verificar;
22;AM Santa María Magdalena;Cerca de Ti, Señor;2024;AM;deezer;Cerca de Ti;https://www.deezer.com/track/3145828531;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.786
22;AM Santa María Magdalena;Crucificado de la Esperanza;2024;AM;deezer;Nuestro Directo;https://www.deezer.com/track/3145248881;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.816
22;AM Santa María Magdalena;Dios es Amor y Esperanza en la Tierra;2024;AM;deezer;Nuestro Directo;https://www.deezer.com/track/3145248811;sin_autor_detectado,banda_estreno_sin_verificar;
22;AM Santa María Magdalena;El Pan de los Pobres;2024;AM;deezer;Nuestro Directo;https://www.deezer.com/track/3145248931;sin_autor_detectado,banda_estreno_sin_verificar;
22;AM Santa María Magdalena;"""Elogio"" por Pascual González";2024;AM;deezer;Cerca de Ti;https://www.deezer.com/track/3145828501;sin_autor_detectado,banda_estreno_sin_verificar;
22;AM Santa María Magdalena;Flores de Talco a Rocío (Gustavo Pedrero y Tamborileros Limón);2026;AM;deezer;El Rocío (Concierto);https://www.deezer.com/track/4038738011;sin_autor_detectado,banda_estreno_sin_verificar;
22;AM Santa María Magdalena;Himno a Nuestro Padre Jesús Nazareno de Arahal;2024;AM;deezer;Salud De San Bernardo;https://www.deezer.com/track/3145814281;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.878
22;AM Santa María Magdalena;Himno al Santisimo Cristo de la Misericordia de el Arahal;1991;AM;apple;Misericordia;https://music.apple.com/es/album/himno-al-santisimo-cristo-de-la-misericordia-de-el-arahal/1723378562?i=1723378576&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.871
22;AM Santa María Magdalena;La Misión;2025;AM;deezer;Nuestro Directo (VOL.II);https://www.deezer.com/track/3684077562;sin_autor_detectado,banda_estreno_sin_verificar;
22;AM Santa María Magdalena;Perdona a tu Pueblo, Señor;2025;AM;deezer;Nuestro Directo (VOL.II);https://www.deezer.com/track/3684077722;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.864
22;AM Santa María Magdalena;Plegaria al Santisimo Cristo;2002;AM;apple;La Música del Señor;https://music.apple.com/es/album/plegaria-al-santisimo-cristo/1743235309?i=1743235913&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
22;AM Santa María Magdalena;Salve Regina;2024;AM;deezer;Salud De San Bernardo;https://www.deezer.com/track/3145814341;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.769
22;AM Santa María Magdalena;Salve Rociera;1991;AM;apple;Misericordia;https://music.apple.com/es/album/salve-rociera/1723378562?i=1723378960&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.815
22;AM Santa María Magdalena;Salve Rociera (Gustavo Pedrero y Tamborileros Limón);2026;AM;deezer;El Rocío (Concierto);https://www.deezer.com/track/4038738021;sin_autor_detectado,banda_estreno_sin_verificar;
22;AM Santa María Magdalena;Tamtu Ergo;2024;AM;deezer;Salud De San Bernardo;https://www.deezer.com/track/3145814301;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.857
28;AM Sentencia;El Misterio de la Stma. Trinidad;2011;AM;apple;30 años;https://music.apple.com/es/album/el-misterio-de-la-stma-trinidad/1789825379?i=1789825384&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
28;AM Sentencia;El Refugio de tu Mirada;2024;AM;apple;El Refugio de tu Mirada (En vivo) - Single;https://music.apple.com/es/album/el-refugio-de-tu-mirada-en-vivo/1770431750?i=1770431753&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.826
28;AM Sentencia;La Devoción de tu Barrio;2024;AM;apple;La Devoción de tu Barrio (En vivo) - Single;https://music.apple.com/es/album/la-devoci%C3%B3n-de-tu-barrio-en-vivo/1774398423?i=1774398424&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.773
28;AM Sentencia;Palabra de Salvación;2024;AM;apple;Palabra de Salvación (En vivo) - Single;https://music.apple.com/es/album/palabra-de-salvaci%C3%B3n-en-vivo/1774399652?i=1774399653&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.789
28;AM Sentencia;Patrem et Filium;2024;AM;apple;Patrem et Filium (En vivo) - Single;https://music.apple.com/es/album/patrem-et-filium-en-vivo/1769124798?i=1769125101&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
28;AM Sentencia;Popurrí XLV Aniversario;2026;AM;apple;Popurrí XLV Aniversario (En vivo) - EP;https://music.apple.com/es/album/popurr%C3%AD-xlv-aniversario-en-vivo/1880106001?i=1880106003&uo=4;sin_autor_detectado,posible_popurri,banda_estreno_sin_verificar;
28;AM Sentencia;Ser de Ti;2024;AM;apple;Ser de Ti (En vivo) - Single;https://music.apple.com/es/album/ser-de-ti-en-vivo/1774399149?i=1774399150&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.8
28;AM Sentencia;Soberano en su Poder;2024;AM;apple;Soberano en su Poder (En vivo) - Single;https://music.apple.com/es/album/soberano-en-su-poder-en-vivo/1773369635?i=1773369636&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.824
84;AM Soledad;Real;2005;AM;apple;Sones de Soledad;https://music.apple.com/es/album/marcha-real/1531814650?i=1531814888&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
110;AM Vera Cruz;Alhaurín el Grande está de fiesta;2026;AM;deezer;Alhaurín el Grande está de fiesta;https://www.deezer.com/track/3995673671;sin_autor_detectado,banda_estreno_sin_verificar;
110;AM Vera Cruz;Cirineos del Señor;2026;AM;deezer;Cirineos del Señor;https://www.deezer.com/track/3910421161;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.821
110;AM Vera Cruz;Jesús en cruz, María;2025;AM;deezer;La Vera Cruz de Campillo - Vera Cruz;https://www.deezer.com/track/3840164421;sin_autor_detectado,banda_estreno_sin_verificar;
110;AM Vera Cruz;Jesús es crucificado;2025;AM;deezer;La Vera Cruz de Campillo - Vera Cruz;https://www.deezer.com/track/3840164381;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.778
110;AM Vera Cruz;Jesús muere en la cruz;2025;AM;deezer;La Vera Cruz de Campillo - Vera Cruz;https://www.deezer.com/track/3840164331;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.821
6;AM Virgen de los Reyes;1980 Llegan los Reyes;2022;AM;apple;1980 Llegan los Reyes - Single;https://music.apple.com/es/album/1980-llegan-los-reyes/1725572251?i=1725572252&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;25 de Diciembre;2008;AM;deezer;Ya Vienen los Reyes;https://www.deezer.com/track/11003728;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;A Belén Pastores;2008;AM;deezer;Ya Vienen los Reyes;https://www.deezer.com/track/11003731;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;A mis niños de 30 años;2023;AM;apple;Tiene un Color Especial;https://music.apple.com/es/album/a-mis-ni%C3%B1os-de-30-a%C3%B1os/1723321755?i=1723322181&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Adeste Fideles;2008;AM;deezer;Ya Vienen los Reyes;https://www.deezer.com/track/11003725;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Al Jesús de Híspalis;2023;AM;apple;Concierto Basílica Macarena (Directo Macarena);https://music.apple.com/es/album/al-jes%C3%BAs-de-h%C3%ADspalis-directo-macarena/1761578395?i=1761578402&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Al Jesús de Híspalis [Piano];2025;AM;apple;Melodías de primavera (feat. Javier López Mansilla);https://music.apple.com/es/album/al-jes%C3%BAs-de-h%C3%ADspalis-feat-javier-l%C3%B3pez-mansilla-piano/1823659952?i=1823659960&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Al Rey de los Reyes [Piano];2025;AM;apple;Melodías de primavera (feat. Javier López Mansilla);https://music.apple.com/es/album/al-rey-de-los-reyes-feat-javier-l%C3%B3pez-mansilla-piano/1823659952?i=1823659954&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.864
6;AM Virgen de los Reyes;Allegro Christmas;2008;AM;deezer;Ya Vienen los Reyes;https://www.deezer.com/track/11003727;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Alma de Dios-Directo;2011;AM;deezer;Las 30 Marchas de Oro de La Agrupación Musical Virgen de Los Reyes (Sevilla);https://www.deezer.com/track/15205214;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.75
6;AM Virgen de los Reyes;Alma Nuestra [Piano];2025;AM;apple;Melodías de primavera (feat. Javier López Mansilla);https://music.apple.com/es/album/alma-nuestra-feat-javier-l%C3%B3pez-mansilla-piano/1823659952?i=1823659958&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.8
6;AM Virgen de los Reyes;Anavah [Piano];2025;AM;apple;Melodías de primavera (feat. Javier López Mansilla);https://music.apple.com/es/album/anavah-feat-javier-l%C3%B3pez-mansilla-piano/1823659952?i=1823659959&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;¡Ay del Chiquirritín!;2008;AM;deezer;Ya Vienen los Reyes;https://www.deezer.com/track/11003732;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Ay Ho;2007;AM;apple;Para los Reyes de la Casa;https://music.apple.com/es/album/ay-ho/1657713137?i=1657713467&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Bajo el Mar;2007;AM;apple;Para los Reyes de la Casa;https://music.apple.com/es/album/bajo-el-mar/1657713137?i=1657713526&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Bamboleo;2023;AM;apple;Tiene un Color Especial;https://music.apple.com/es/album/bamboleo/1723321755?i=1723322193&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Camela;2024;AM;apple;Camela - Single;https://music.apple.com/es/album/camela/1786016453?i=1786016454&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Caminando Va por Tientos;2011;AM;deezer;Las 30 Marchas de Oro de La Agrupación Musical Virgen de Los Reyes (Sevilla);https://www.deezer.com/track/15205215;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.783
6;AM Virgen de los Reyes;Caminando van por tientos;2009;AM;apple;Y al Tercer Día...;https://music.apple.com/es/album/caminando-van-por-tientos/1608910389?i=1608910396&uo=4;sin_autor_detectado,posible_duplicado,banda_estreno_sin_verificar;0.781
6;AM Virgen de los Reyes;Campeones;2007;AM;apple;Para los Reyes de la Casa;https://music.apple.com/es/album/campeones/1657713137?i=1657713377&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Coco Guagua;2007;AM;apple;Para los Reyes de la Casa;https://music.apple.com/es/album/coco-guagua/1657713137?i=1657713466&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Contigo [Piano];2025;AM;apple;Melodías de primavera (feat. Javier López Mansilla);https://music.apple.com/es/album/contigo-feat-javier-l%C3%B3pez-mansilla-piano/1823659952?i=1823659956&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Creadores de Sueños;2020;AM;apple;Yo me quedo en casa (En Vivo);https://music.apple.com/es/album/creadores-de-sue%C3%B1os-en-vivo/1605613224?i=1605613227&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;De Belén a Andalucía;2008;AM;deezer;Ya Vienen los Reyes;https://www.deezer.com/track/11003723;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;Dime Niño;2008;AM;deezer;Ya Vienen los Reyes;https://www.deezer.com/track/11003726;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;DIVINO PERDÓN EN LOS DESAMPARADOS 2024;2026;AM;apple;SUENA SEVILLA, Vol. I (Directo Semana Santa);https://music.apple.com/es/album/divino-perd%C3%B3n-en-los-desamparados-2024-directo/1874796338?i=1874796566&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;DIVINO PERDÓN EN OBRADOIRO 2025;2026;AM;apple;SUENA SEVILLA, Vol. I (Directo Semana Santa);https://music.apple.com/es/album/divino-perd%C3%B3n-en-obradoiro-2025-directo/1874796338?i=1874796348&uo=4;sin_autor_detectado,banda_estreno_sin_verificar;
6;AM Virgen de los Reyes;El Belén de Arguijo;2008;AM;deezer;Ya Vienen los Reyes;https://www.deezer.com/track/11003734;sin_autor_detectado,banda_estreno_sin_verificar;
